"Ukazatel","IndicatorType","Šetření","ZJIST","Odvětví ekonomické činnosti","CZNACEMZDY","Institucionální sektory-Sektor II","ISEKTORMZDH.ISEKTOR2","Institucionální sektory-Sektor V","ISEKTORMZDH.ISEKTOR5","Roky","CasR","ČR, regiony, kraje-Stát","Uz0123vm.STAT","ČR, regiony, kraje-Region","Uz0123vm.REGION","ČR, regiony, kraje-Kraj","Uz0123vm.KRAJ","Hodnota"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2021","2021","Česko","CZ","","","","","624.5538309489"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2022","2022","Česko","CZ","","","","","319802.2696372327"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2023","2023","Česko","CZ","","","","","549738.2175995635"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2024","2024","Česko","CZ","","","","","-5570.2858450788"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2018","2018","Česko","CZ","","","","","103.8425175404"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2019","2019","Česko","CZ","","","","","124.6701543545"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2020","2020","Česko","CZ","","","","","90.9046820882"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2021","2021","Česko","CZ","","","","","100.0244823837"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2022","2022","Česko","CZ","","","","","112.5331158178"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2023","2023","Česko","CZ","","","","","119.1448997955"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","K - Peněžnictví a pojišťovnictví","K","Celkem","0","","","2024","2024","Česko","CZ","","","","","99.8371832081"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2017","2017","Česko","CZ","","","","","14362552.2043262"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","15877477.1156555"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","17133906.927915"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","18758707.1140205"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","20108234.73582143"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","23237749.302692186"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","25099237.530397065"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","28106298.976587083"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","1514924.91132936"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","1256429.8122595"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","1624800.18610551"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","1349527.6218009"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","3129514.5668707546"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","1861488.2277048787"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","3007061.4461900196"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","110.5477417229"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","107.9132837233"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","109.4829520958"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","107.1941398392"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","115.5633480909"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","108.0106218699"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","111.9806884275"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2017","2017","Česko","CZ","","","","","13051246.9116196"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","14191102.6941949"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","15677060.2713217"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","16621422.4134396"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","17635961.18128893"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","18076416.545980047"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","19168481.747048743"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","21954510.225210745"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","1139855.78257528"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","1485957.5771268"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","944362.142117891"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","1014538.76784935"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","440455.3646911128"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","1092065.2010686984"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","2786028.4781619995"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.7336925758"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","110.4710508348"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","106.0238471102"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","106.1038023258"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","102.4974843172"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","106.0413810353"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","114.5344243479"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2017","2017","Česko","CZ","","","","","1311305.29270655"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","1686374.42146063"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","1456846.65659333"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","2137284.70058094"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","2472273.5545324977"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","5161332.75671214"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","5930755.78334832"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","6151788.75137634"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","375069.128754077"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","-229527.7648673"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","680438.043987614"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","334988.853951557"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","2689059.202179642"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","769423.0266361804"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","221032.9680280201"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2018","2018","Česko","CZ","","","","","128.6027312511"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2019","2019","Česko","CZ","","","","","86.3892761924"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2020","2020","Česko","CZ","","","","","146.7062227111"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2021","2021","Česko","CZ","","","","","115.6735718859"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2022","2022","Česko","CZ","","","","","208.7686755881"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2023","2023","Česko","CZ","","","","","114.9074485778"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","L - Činnosti v oblasti nemovitostí","L","Celkem","0","","","2024","2024","Česko","CZ","","","","","103.7268937738"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2017","2017","Česko","CZ","","","","","81357079.1305498"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","88343115.5990968"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","93191796.3782884"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","96344929.9543037"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","100699366.0106334"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","114280665.66150309"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","122537419.23687226"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","130823432.81630413"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","6986036.46854701"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","4848680.77919161"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","3153133.57601526"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","4354436.05632975"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","13581299.650869701"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","8256753.575369169"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","8286013.579431867"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.5868821044"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","105.4884647732"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","103.3834883526"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","104.5196317631"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","113.4869763226"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","107.2249785452"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","106.7620271677"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2017","2017","Česko","CZ","","","","","76446146.6811424"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","83089565.0594812"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","87124751.4583066"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","89606030.5961242"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","93960896.04589276"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","101850340.44092284"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","108217299.85647725"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","117570639.19373623"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","6643418.37833881"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","4035186.3988254"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","2481279.13781757"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","4354865.44976858"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","7889444.395030089"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","6366959.415554399"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","9353339.337258978"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.6903247145"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","104.8564298007"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","102.8479612237"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","104.8600137968"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","108.3965188999"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","106.2512892819"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","108.6431091421"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2017","2017","Česko","CZ","","","","","4910932.44940736"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","5253550.53961556"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","6067044.91998177"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","6738899.35817947"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","6738469.964740639"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","12430325.220580252"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","14320119.380395021"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","13252793.62256791"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","342618.090208197"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","813494.380366209"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","671854.438197699"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","-429.3934388304"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","5691855.255839612"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","1889794.1598147703"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","-1067325.7578271113"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2018","2018","Česko","CZ","","","","","106.976640256"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2019","2019","Česko","CZ","","","","","115.4846588842"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2020","2020","Česko","CZ","","","","","111.0738332592"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2021","2021","Česko","CZ","","","","","99.9936281369"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2022","2022","Česko","CZ","","","","","184.4680659797"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2023","2023","Česko","CZ","","","","","115.2030950621"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","M - Profesní, vědecké a technické činnosti","M","Celkem","0","","","2024","2024","Česko","CZ","","","","","92.546669972"
