"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2017","2017","33960"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2018","2018","37082"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2019","2019","39179"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2020","2020","39843"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2021","2021","42119"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2022","2022","45877"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2010","2010","54223"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2011","2011","58596"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2012","2012","62627"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2013","2013","55093"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2014","2014","59101"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2015","2015","58111"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2016","2016","59803"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2017","2017","62839"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2018","2018","66201"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2019","2019","69488"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2020","2020","71993"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2021","2021","71907"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Hlavní město Praha","CZ010","2022","2022","80537"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2010","2010","33246"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2011","2011","34764"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2012","2012","33754"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2013","2013","33372"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2014","2014","34181"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2015","2015","34628"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2016","2016","36255"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2017","2017","37772"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2018","2018","39610"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2019","2019","43626"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2020","2020","43948"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2021","2021","47961"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Středočeský kraj","CZ020","2022","2022","51414"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2010","2010","33108"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2011","2011","33871"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2012","2012","33934"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2013","2013","33618"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2014","2014","34593"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2015","2015","33776"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2016","2016","36092"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2017","2017","38218"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2018","2018","40458"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2019","2019","43319"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2020","2020","44361"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2021","2021","45452"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2022","2022","51262"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2010","2010","36387"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2011","2011","38194"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2012","2012","39574"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2013","2013","44241"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2014","2014","36186"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2015","2015","34821"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2016","2016","39231"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2017","2017","40680"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2018","2018","42740"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2019","2019","44338"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","44835"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","46128"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","50848"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","33174"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","33978"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","36495"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","35229"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","34096"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","31851"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","35917"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","37205"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","39652"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","41407"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","42671"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","43478"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","47192"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","32014"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","32565"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","34170"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","32468"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","32976"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","31910"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","34940"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","35971"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","5958F","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","37273"
