"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","10.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","11.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","13.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","2.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","2.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","2.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","1.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","2.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","2.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","2.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","2.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","2.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","1.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","1.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","1.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","8.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","9.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","8.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","9.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","9.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","9.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","9.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","9.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","9.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2019","2019","9.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2020","2020","8.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2021","2021","8.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2022","2022","8.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2010","2010","3.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2011","2011","3.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2012","2012","4.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2013","2013","4.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2014","2014","4.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2015","2015","4.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2016","2016","5.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2017","2017","5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2018","2018","4.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2019","2019","5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2020","2020","4.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2021","2021","5.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2022","2022","4.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2010","2010","4.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2011","2011","5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2012","2012","3.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2013","2013","4.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2014","2014","4.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2015","2015","5.1"
